street_number	street_direction	street_name	street_type	unit_type	unit_number	city	state_abbrev	zip
915		Fulton	Drive			Plattsburgh	NY	12901
915		Gartner	St.			Fort Dodge	IA	50501
915		Glenwood	Dr.			Scotch Plains	NJ	07076
915		Ivy	Ave.			Roswell	GA	30075
915		Manor Station	Rd.			Astoria	NY	11102
915		Manor Station	St.			Abingdon	MD	21009
915		Oak Meadow	Dr.			Mays Landing	NJ	08330
915		Peachtree	Street			Leominster	MA	01453
915		Richardson	Drive			Natick	MA	01760
915		Ridge	Drive			Baldwin	NY	11510
915		Roosevelt	St.			Biloxi	MS	39532
915		Washington	St.			Northbrook	IL	60062
915	S. 	Ridgewood	Dr.			Hopkinsville	KY	42240
915	W. 	Sutor	Rd.			Sterling	VA	20164
9150		Sunset	Court			Alpharetta	GA	30004
9150		Water	Dr.			Garner	NC	27529
9150	N. 	Spruce	Drive			Chester	PA	19013
9151		Bay	Rd.			Tullahoma	TN	37388
9151		Leeton Ridge	Ave.			Attleboro	MA	02703
9151		Marvon	Lane			Port Jefferson Station	NY	11776
9151		Spruce	Lane			Tampa	FL	33604
9152		Cedarwood	St.			Crawfordsville	IN	47933
9152		Hillside	St.			Glendale	AZ	85302
9152		Joy Ridge	Street			Jamaica	NY	11432
9152		Prince	Court			Prattville	AL	36067
9153		Blue Spring	Street			South Bend	IN	46614
9153		Glen Ridge	St.			Ontario	CA	91762
9153		Greenview	Dr.			Fremont	OH	43420
9153		Lincoln	Street			Battle Creek	MI	49015
9153		Oakland	Court			Dacula	GA	30019
9153		Orange	Drive			Cherry Hill	NJ	08003
9153		Schoolhouse	Road			Holbrook	NY	11741
9153		Spring	Dr.			Bismarck	ND	58501
9153	S. 	Pawnee	Street			Pittsfield	MA	01201
9154		Edgefield	St.			Noblesville	IN	46060
9154		Glenholme	St.			Lebanon	PA	17042
9154		New	Drive			Seymour	IN	47274
9154		Willow	St.			Centereach	NY	11720
9154		Woodland	Dr.			Houston	TX	77016
9154	S. 	Saxton	Court			Snellville	GA	30039
9155		Augusta	Street			Clemmons	NC	27012
9155		Birchwood	Rd.			Toms River	NJ	08753
9155		Bridge	Rd.			Bowling Green	KY	42101
9155		Cactus	Ave.			Cherry Hill	NJ	08003
9155		Iroquois	Street			Farmingdale	NY	11735
9155		Mill	Ave.			Drexel Hill	PA	19026
9155		River	Street			Northville	MI	48167
9155		Schoolhouse	Rd.			Schenectady	NY	12302
9155		Walnut	Lane			South Ozone Park	NY	11420
9156		Bradford	Rd.			Melbourne	FL	32904
9156		East Pearl	St.			Nicholasville	KY	40356
9156		Tower	Drive			Commack	NY	11725
9157		Bayport	Street			Southington	CT	06489
9157		Talbot	St.			Dorchester	MA	02125
9158		6th	Dr.			Rockledge	FL	32955
9158		Nicolls	Avenue			Stuart	FL	34997
9158		Rockcrest	Drive			Mays Landing	NJ	08330
9158		Tunnel	Dr.			Sun City	AZ	85351
9158	E. 	Penn	Court			Ottumwa	IA	52501
9159		Myrtle	St.			Staten Island	NY	10301
9159		Railroad	Drive			Oak Ridge	TN	37830
916		Andover	Dr.			Spring Hill	FL	34608
916		Berkshire	Drive			Toms River	NJ	08753
916		Blue Spring	Street			Portland	ME	04103
916		Brickell	St.			District Heights	MD	20747
916		Corona	Avenue			Waltham	MA	02453
916		East Brown	Dr.			Canal Winchester	OH	43110
916		East Lexington	Circle			Camp Hill	PA	17011
916		Edgefield	Drive			Poughkeepsie	NY	12601
916		Fairway	Court			Corona	NY	11368
916		Fawn	Dr.			Beltsville	MD	20705
916		Hanover	Dr.			Lowell	MA	01851
916		Manhattan	St.			Randallstown	MD	21133
916		Mill	St.			Ada	OK	74820
916		Monroe	St.			Vineland	NJ	08360
916		New Saddle	Court			Nicholasville	KY	40356
916		North Richardson	Ave.			Hampton	VA	23666
916		Old Manchester	Street			Coventry	RI	02816
916		Orchard	St.			Valrico	FL	33594
916		Park	Road			New Hyde Park	NY	11040
916		Pin Oak	Street			Spring Valley	NY	10977
916		Plymouth	Drive			Westminster	MD	21157
916		Rock Maple	Avenue			Oxon Hill	MD	20745
916		West Homewood	St.			Rapid City	SD	57701
916	E. 	Oak	Road			San Carlos	CA	94070
916	S. 	Stonybrook	Court			Suitland	MD	20746
9160		Bellevue	St.			Potomac	MD	20854
9160		East Pheasant	Dr.			Germantown	MD	20874
9160		Henry Smith	Drive			Irvington	NJ	07111
9160		San Pablo	St.			Manahawkin	NJ	08050
9160		Southampton	Court			Powder Springs	GA	30127
9160		Studebaker	Road			Sheboygan	WI	53081
9160	SE. 	Ramblewood	St.			Southfield	MI	48076
9160	W. 	Bear Hill	Drive			Peoria	IL	61604
9161		Branch	St.			Fairhope	AL	36532
9161		Howard	Court			Montgomery Village	MD	20886
9161		Randall Mill	Dr.			Palmetto	FL	34221
9161		Snake Hill	Street			Janesville	WI	53546
9161		West Warren	Avenue			Vernon Hills	IL	60061
9162		Albany	St.			Charlotte	NC	28205
9162		Durham	St.			Williamsport	PA	17701
9162		Oak Valley	St.			Hialeah	FL	33010
9162		Redwood	Street			Cockeysville	MD	21030
9162		South Wagon	Street			Linden	NJ	07036
9162	E. 	Myers	St.			Hilliard	OH	43026
9163		6th	Rd.			West Palm Beach	FL	33404
9163		Evergreen	Street			Malden	MA	02148
9163		Kingston	Street			El Paso	TX	79930
9163		Primrose	St.			Lake Jackson	TX	77566
9163		West Meadow	Street			Nottingham	MD	21236
9164		Acacia	Lane			New Bedford	MA	02740
9164		Country Club	Lane			Grand Rapids	MI	49503
9164		Devonshire	Road			Oak Park	MI	48237
9164		Lawrence	Street			Hernando	MS	38632
9164		Ramblewood	Avenue			Tiffin	OH	44883
9164		West Fairview	St.			Lenoir	NC	28645
9164	W. 	Sunbeam	St.			Centreville	VA	20120
9165		Front	St.			Massapequa Park	NY	11762
9165		State	Avenue			Hastings	MN	55033
9165		Temple	St.			Marietta	GA	30008
9166		Applegate	Street			Piscataway	NJ	08854
9166		Bay	Dr.			Baldwin	NY	11510
9166		Jefferson	Ave.			Lake Worth	FL	33460
9166		Poor House	St.			Morton Grove	IL	60053
9167		Brickyard	Drive			Lanham	MD	20706
9167		Grandrose	Ave.			Geneva	IL	60134
9167		Hickory	Dr.			Helotes	TX	78023
9167		New Saddle	Ave.			Perkasie	PA	18944
9167		Smith Store	St.			Lincolnton	NC	28092
9168		Glenridge	Drive			Massapequa Park	NY	11762
9168		Green	St.			Nutley	NJ	07110
9168		Military	Dr.			Kent	OH	44240
9168		Pawnee	Court			Matawan	NJ	07747
9168		Vine	St.			Delray Beach	FL	33445
9168	E. 	Saxon	Dr.			Roslindale	MA	02131
9169		Adams	Street			Marietta	GA	30008
9169		Cemetery	St.			Ashburn	VA	20147
9169		Cherry Hill	Avenue			Marquette	MI	49855
9169		East Oakwood	Rd.			Gibsonia	PA	15044
9169		Fairview	Ave.			Lacey	WA	98503
9169		San Juan	St.			Montgomery Village	MD	20886
9169		West Shub Farm	St.			Cocoa	FL	32927
917		Boston	Street			Brooklyn	NY	11201
917		Bridle	Lane			Marcus Hook	PA	19061
917		Cooper	St.			Roanoke Rapids	NC	27870
917		Greenrose	St.			Crofton	MD	21114
917		Gulf	Ave.			Montclair	NJ	07042
917		High Point	Dr.			Pelham	AL	35124
917		Hillside	Ave.			Allison Park	PA	15101
917		North Lakewood	Ave.			Conyers	GA	30012
917		Selby	Street			Mebane	NC	27302
917		South Boston	St.			Mount Laurel	NJ	08054
917		Tallwood	Avenue			Pleasanton	CA	94566
917		Union	Drive			Seymour	IN	47274
917		Walnut	St.			Orlando	FL	32806
917		Walnutwood	Street			Enfield	CT	06082
917		West Lookout	Ave.			Marquette	MI	49855
917	E. 	Randall Mill	Drive			Ponte Vedra Beach	FL	32082
9170		Court	Ave.			Kokomo	IN	46901
9170		Howard	Court			Hartford	CT	06106
9170		Mayfair	St.			Rockville Centre	NY	11570
9170		Plumb Branch	Court			Depew	NY	14043
9171		2nd	Street			Cedar Rapids	IA	52402
9171		Brookside	Street			Apopka	FL	32703
9171		Division	St.			Somerset	NJ	08873
9171		East Winding Way	Drive			Midlothian	VA	23112
9172		Broad	Street			Wethersfield	CT	06109
9172		Fulton	Avenue			Menasha	WI	54952
9172		Princeton	Street			Little Rock	AR	72209
9172		South Augusta	Ave.			Cookeville	TN	38501
9172		West Goldfield	St.			Kennesaw	GA	30144
9172		Woodside	St.			Whitehall	PA	18052
9172	S. 	Charles	Court			Mcminnville	TN	37110
9173		4th	Street			Ashland	OH	44805
9173		Old York	St.			Beverly	MA	01915
9173		Wrangler	St.			Reno	NV	89523
9174		Gainsway	Lane			Ypsilanti	MI	48197
9174		Ivy	St.			Waterford	MI	48329
9174		Peachtree	St.			Lake Jackson	TX	77566
9174		West Brickyard	Drive			Huntersville	NC	28078
9174	E. 	10th	St.			Mansfield	MA	02048
9175		Edgemont	Street			Tucker	GA	30084
9175		High Noon	Lane			North Kingstown	RI	02852
9175	SW. 	Princess	Street			Starkville	MS	39759
9176		Birch Hill	Street			Bergenfield	NJ	07621
9176		East Clark	Ave.			Loganville	GA	30052
9176		Glenridge	St.			Roslindale	MA	02131
9176		Golf	Road			Harrison Township	MI	48045
9176		Harrison	St.			Charlotte	NC	28205
9176		Honey Creek	Street			North Ridgeville	OH	44039
9176		Old Kingston	Ave.			Thornton	CO	80241
9177		Carpenter	Street			Apex	NC	27502
9177		Forest	St.			Perrysburg	OH	43551
9177		James	Drive			Waldorf	MD	20601
9177		Longbranch	St.			Los Angeles	CA	90008
9177		Monroe	St.			Bear	DE	19701
9177		Rockledge	St.			The Villages	FL	32162
9177	N. 	Shipley	Street			Adrian	MI	49221
9178		Meadow	Lane			Beltsville	MD	20705
9178	SE. 	Leeton Ridge	Drive			Auburndale	FL	33823
9179		Gulf	Drive			Roselle	IL	60172
9179		Marshall	St.			Bayside	NY	11361
9179		Peg Shop	Lane			Clarksburg	WV	26301
918		Ashley	Court			Forney	TX	75126
918		Bellevue	Ave.			Palm Harbor	FL	34683
918		Birchpond	Dr.			Highland	IN	46322
918		East Courtland	Street			Fort Walton Beach	FL	32547
918		Fairfield	Avenue			Natchez	MS	39120
918		Fordham	Rd.			Morrisville	PA	19067
918		Gulf	Drive			Paramus	NJ	07652
918		Hilldale	St.			Taunton	MA	02780
918		Logan	Road			Wilson	NC	27893
918		Lookout	St.			South El Monte	CA	91733
918		Maple	Dr.			Fargo	ND	58102
918		Myrtle	St.			Lake Worth	FL	33460
918		North Pennington	Lane			Chesterfield	VA	23832
918		Selby	Drive			Ormond Beach	FL	32174
918		South Olive	St.			Tuckerton	NJ	08087
918		Tower	St.			Lombard	IL	60148
918		University	Court			Raeford	NC	28376
918		Wrangler	Street			Bowie	MD	20715
918		York	St.			West Roxbury	MA	02132
918	E. 	Cactus	Street			North Tonawanda	NY	14120
918	NW. 	Smith	St.			Trussville	AL	35173
918	S. 	Newcastle	Ave.			Elkton	MD	21921
9180		Belmont	Street			Defiance	OH	43512
9180		Bradford	Rd.			Montgomery	AL	36109
9180		Cedar Swamp	Drive			Dekalb	IL	60115
9180		Cooper	Road			Portland	ME	04103
9180		Jackson	St.			Wake Forest	NC	27587
9180		North Summer	Ave.			Hobart	IN	46342
9180		Warren	St.			Danville	VA	24540
9180		Washington	Lane 	Apt	G	Powder Springs	GA	30127
9181		Bedford	Drive			Waukegan	IL	60085
9181		East Dunbar	Street			Union	NJ	07083
9181		East Pawnee	Street			Wilmington	MA	01887
9181		Hamilton	Rd.			Woonsocket	RI	02895
9181		Sunnyslope	St.			Brownsburg	IN	46112
9182		High Noon	Drive			Bridgeton	NJ	08302
9182		Pendergast	Rd.			Hopkinsville	KY	42240
9182		Wintergreen	Street			Bridgeton	NJ	08302
9182	S. 	Nicolls	St.			Chapel Hill	NC	27516
9183		Buckingham	St.			Norman	OK	73072
9183		Devonshire	Drive			Griffin	GA	30223
9183		East Somerset	Street			Saint Louis	MO	63109
9183		North Myers	Rd.			Opa Locka	FL	33054
9183		Oakwood	Ave.			Bloomfield	NJ	07003
9183		Windfall	Lane			Fort Washington	MD	20744
9184		Addison	Street			Cherry Hill	NJ	08003
9184		Bow Ridge	St.			Hudsonville	MI	49426
9184		Pineknoll	St.			Hephzibah	GA	30815
9185		Augusta	Street			Baton Rouge	LA	70806
9185		Cottage	Street			Dickson	TN	37055
9185		Creek	St.			North Olmsted	OH	44070
9185		Delaware	Ave.			Taylor	MI	48180
9185		High Ridge	Street			Marquette	MI	49855
9185		Longfellow	Ave.			Leominster	MA	01453
9185		Plymouth	Avenue			Corpus Christi	TX	78418
9186		Applegate	Lane			Coachella	CA	92236
9186		Arrowhead	St.			Burbank	IL	60459
9186		Bridgeton	Ave.			Ephrata	PA	17522
9186		Delaware	St.			Kalamazoo	MI	49009
9186		Gartner	Street			Eau Claire	WI	54701
9186		Monroe	Drive			New Berlin	WI	53151
9186		Overlook	St.			Bangor	ME	04401
9186		Riverview	Street			Goose Creek	SC	29445
9186		School	Lane			Saint Albans	NY	11412
9186		Spruce	Court			Roanoke Rapids	NC	27870
9186	S. 	Sulphur Springs	Ave.			Elk Grove Village	IL	60007
9186	S. 	Windfall	Ave.			Roy	UT	84067
9187		Holly	Dr.			Klamath Falls	OR	97603
9187		Leeton Ridge	Ave.			Glenview	IL	60025
9187		Pulaski	Ave.			Amarillo	TX	79106
9188		Ann	Court			Mesa	AZ	85203
9188		East Lafayette	Street			Kaukauna	WI	54130
9188		Hickory	Lane			Westford	MA	01886
9188		Meadow	Street			Scarsdale	NY	10583
9188		River	St.			Mason	OH	45040
9188		Wellington	Dr.			Bardstown	KY	40004
9188	E. 	Ramblewood	Street			Salem	MA	01970
9189		Brandywine	Drive			Braintree	MA	02184
9189		Evergreen	Street			La Porte	IN	46350
9189		Homestead	Road			Chattanooga	TN	37421
9189		Lake Forest	Circle			Lanham	MD	20706
9189		Laurel	St.			Batavia	OH	45103
9189		Linden	St.			Lynnwood	WA	98037
9189		Penn	Court			Cumberland	RI	02864
9189		Wagon	Ave.			West Des Moines	IA	50265
9189		West Heather	St.			North Brunswick	NJ	08902
919		3rd	Dr.			Brooklyn	NY	11201
919		Bayport	Dr.			Westwood	NJ	07675
919		Bellevue	St.			Norfolk	VA	23503
919		Country Club	Avenue			Londonderry	NH	03053
919		Delaware	Dr.			Lincolnton	NC	28092
919		Euclid	St.			Klamath Falls	OR	97603
919		Gartner	Street			Rockville Centre	NY	11570
919		Glen Ridge	St.			Central Islip	NY	11722
919		Green Lake	Ave.			Gwynn Oak	MD	21207
919		Greenview	Street			Wallingford	CT	06492
919		Hawthorne	Circle			Elkhart	IN	46514
919		Jockey Hollow	Ave.			Nutley	NJ	07110
919		Maiden	Dr.			Gaithersburg	MD	20877
919		Peachtree	St.			Taunton	MA	02780
919		Pleasant	Drive			Coachella	CA	92236
919		Riverview	Avenue			Egg Harbor Township	NJ	08234
919		Rockwell	Lane			Waltham	MA	02453
919		Rose	Street			Bedford	OH	44146
919		Shub Farm	Drive			Newburgh	NY	12550
919		Shub Farm	St.			Bristow	VA	20136
919		Vale	St.			Ada	OK	74820
919		Wentworth	Drive			Plainview	NY	11803
919		West Saxon	Street			Manitowoc	WI	54220
919	N. 	Shub Farm	St.			Scotch Plains	NJ	07076
919	W. 	Cypress	Road			Ronkonkoma	NY	11779
9190		Division	Drive			Bowling Green	KY	42101
9190		Fordham	Drive			Kernersville	NC	27284
9190		Fulton	St.			Ambler	PA	19002
9190		Marshall	Ave.			Shelton	CT	06484
9190		Purple Finch	Street			Granger	IN	46530
9190		Young	Dr.			Kennesaw	GA	30144
9191		Berkshire	Ave.			Monsey	NY	10952
9191		Briarwood	St.			Niagara Falls	NY	14304
9191		Elizabeth	Lane			Winona	MN	55987
9192		Bay	Ave.			Bluffton	SC	29910
9192		East Manhattan	Dr.			Soddy Daisy	TN	37379
9192		El Dorado	St.			Griffin	GA	30223
9192		Fremont	Street			Hope Mills	NC	28348
9192		Harvard	Ave.			Valrico	FL	33594
9192		Pennsylvania	Ave.			Columbus	GA	31904
9192		Sunnyslope	Dr.			Opa Locka	FL	33054
9192	S. 	Kingston	St.			Madison	AL	35758
9193		Bellevue	Road			Harvey	IL	60426
9193		Glenwood	Street			Klamath Falls	OR	97603
9193		North Jennings	Ave.			Anchorage	AK	99504
9193		Primrose	St.			Upland	CA	91784
9193		Sutor	Avenue			Decatur	GA	30030
9193		West County	Street			Hilliard	OH	43026
9193	S. 	Brookside	Ave.			Fort Wayne	IN	46804
9194		East	St.			Ada	OK	74820
9194		Foxrun	St.			Tampa	FL	33604
9194	S. 	Smoky Hollow	Street			San Angelo	TX	76901
9195		Brook	St.			Macon	GA	31204
9195		Pacific	Road			Moses Lake	WA	98837
9195	N. 	Glenridge	Street			Scotch Plains	NJ	07076
9196		East Pineknoll	Street			Baldwin	NY	11510
9196		Iroquois	Street			Dover	NH	03820
9196		Randall Mill	Ave.			Adrian	MI	49221
9196		Shady	Dr.			Reynoldsburg	OH	43068
9196		Shirley	St.			Appleton	WI	54911
9196		South River	St.			Hollis	NY	11423
9196		Trenton	St.			Orlando	FL	32806
9197		Bald Hill	St.			Clarkston	MI	48348
9197		Cedarwood	Rd.			Mount Laurel	NJ	08054
9197		East Creekside	Street			Erie	PA	16506
9197		South Canterbury	Drive			Aiken	SC	29803
9197		West Andover	Ave.			Rochester	NY	14606
9198		Cottage	Ave.			Apopka	FL	32703
9198		Creekside	Ave.			Woodside	NY	11377
9198		Creekside	Rd.			Beaver Falls	PA	15010
9198		Green Lake	St.			Sterling	VA	20164
9198		Linden	St.			Severn	MD	21144
9198		Manhattan	St.			Canyon Country	CA	91387
9198		North Poor House	Lane			Naugatuck	CT	06770
9198		South	Lane			Glen Allen	VA	23059
9198		Swanson	Lane			Phoenix	AZ	85021
9198		West Pearl	Avenue			Dracut	MA	01826
9199		Airport	Ave.			Martinsville	VA	24112
9199		Border	St.			Saint Petersburg	FL	33702
9199		Longfellow	Court			Perrysburg	OH	43551
9199		Van Dyke	Avenue			Plattsburgh	NY	12901
9199		Wood	Lane			Elizabeth City	NC	27909
919B		Green Hill	Court			Wisconsin Rapids	WI	54494
91B	S. 	Vernon	St.			San Carlos	CA	94070
91C		Gregory	Court			Camp Hill	PA	17011
92		4th	Drive			Far Rockaway	NY	11691
92		53rd	Street			South Richmond Hill	NY	11419
92		Amerige	Rd.			Memphis	TN	38106
92		Ashley	Rd.			Bayonne	NJ	07002
92		Beach	Dr.			Gallatin	TN	37066
92		Bellevue	Ave.			Amityville	NY	11701
92		Belmont	Dr.			Commack	NY	11725
92		Berkshire	Street			Carmel	NY	10512
92		Bow Ridge	Avenue			Owings Mills	MD	21117
92		Branch	Dr.			Harrison Township	MI	48045
92		Bridle	Avenue			Gloucester	MA	01930
92		Canal	St.			Whitestone	NY	11357
92		Cardinal	Rd.			North Olmsted	OH	44070
92		Carpenter	Ave.			Tullahoma	TN	37388
92		Catherine	St.			Venice	FL	34293
92		Chestnut	St.			Trumbull	CT	06611
92		Clinton	Court			Wethersfield	CT	06109
92		College	Dr.			Sugar Land	TX	77478
92		Columbia	St.			Camp Hill	PA	17011
92		Constitution	St.			Catonsville	MD	21228
92		Constitution	St.			Hephzibah	GA	30815
92		Cooper	Ave.			Springfield Gardens	NY	11413
92		Creekside	St.			Endicott	NY	13760
92		Depot	St.			Miami Beach	FL	33139
92		Dogwood	Street			West Des Moines	IA	50265
92		Durham	Dr.			Stoughton	MA	02072
92		East 6th	St.			Roanoke	VA	24012
92		East Cedarwood	Street			Livingston	NJ	07039
92		East Howard	St.			Petersburg	VA	23803
92		Edgewood	Street			Decatur	GA	30030
92		Essex	Drive			Winter Haven	FL	33880
92		Euclid	Street			Powder Springs	GA	30127
92		Evergreen	Street			Stamford	CT	06902
92		Fairfield	St.			Hampton	VA	23666
92		Fairfield	Street			Saint Cloud	MN	56301
92		Fordham	Road			Clearwater	FL	33756
92		Fremont	Dr.			East Lansing	MI	48823
92		Glenwood	St.			Fargo	ND	58102
92		Golden Star 	Circle			Derby	KS	67037
92		Golden Star 	St.			Marquette	MI	49855
92		Goldfield	St.			Chapel Hill	NC	27516
92		Green	Dr.			Kingston	NY	12401
92		Green Lake	Ave.			Trumbull	CT	06611
92		Greenview	Street			Helena	MT	59601
92		Hall	Lane			Southampton	PA	18966
92		Hickory	St.			Windsor	CT	06095
92		Highland	Dr.			Manassas	VA	20109
92		Homestead	Lane			Dover	NH	03820
92		Indian Summer	St.			Nutley	NJ	07110
92		Iroquois	Street			Shelbyville	TN	37160
92		Jackson	Ave.			Howell	NJ	07731
92		Johnson	St.			Seymour	IN	47274
92		Jones	Rd.			Westford	MA	01886
92		Kent	Street			Mooresville	NC	28115
92		Ketch Harbour	St.			Wenatchee	WA	98801
92		Lees Creek	Court			Bel Air	MD	21014
92		Lees Creek	St.			Newport News	VA	23601
92		Leeton Ridge	St.			Bear	DE	19701
92		Locust	Ave.			Dallas	GA	30132
92		Longfellow	Rd.			Martinsville	VA	24112
92		Madison	Ave.			Randallstown	MD	21133
92		Magnolia	Lane			Hackensack	NJ	07601
92		Main	Street			Kenosha	WI	53140
92		Mammoth	Street			Norfolk	VA	23503
92		Marconi	St.			Fredericksburg	VA	22405
92		Mayfair	Ave.			Nashua	NH	03060
92		Mayflower	Ave.			Hobart	IN	46342
92		Mayflower	Rd.			Rome	NY	13440
92		Meadowbrook	St.			North Ridgeville	OH	44039
92		Middle River	Lane			Irmo	SC	29063
92		Military	Street			Coraopolis	PA	15108
92		Mill	Court			Rossville	GA	30741
92		Miller	Ave.			Beltsville	MD	20705
92		Mulberry	Avenue			Kearny	NJ	07032
92		Myers	Lane			Westminster	MD	21157
92		Nichols	St.			Asheboro	NC	27205
92		North Cambridge	Drive			Kernersville	NC	27284
92		North High	Ave.			West Chester	PA	19380
92		Oak Meadow	Ave.			Park Forest	IL	60466
92		Ohio	Lane			Morgantown	WV	26508
92		Parker	St.			Lorain	OH	44052
92		Pawnee	St.			Ozone Park	NY	11417
92		Peachtree	Ave.			Royersford	PA	19468
92		Plymouth	Ave.			West Islip	NY	11795
92		Primrose	St.			Twin Falls	ID	83301
92		Prince	Rd.			South El Monte	CA	91733
92		River	Lane			Haines City	FL	33844
92		Riverview	Street			Logansport	IN	46947
92		Rock Creek	Dr.			Taylors	SC	29687
92		Rockcrest	Lane			Bonita Springs	FL	34135
92		Rosewood	Lane			Dover	NH	03820
92		Ryan	St.			Dallas	GA	30132
92		San Carlos	Road			Eastlake	OH	44095
92		Schoolhouse	St.			Fort Mill	SC	29708
92		Shore	St.			Hope Mills	NC	28348
92		Sierra	Dr.			Glastonbury	CT	06033
92		Sierra	Rd.			North Wales	PA	19454
92		Smith Store	Drive			Owosso	MI	48867
92		South Center	St.			Royersford	PA	19468
92		South Purple Finch	Ave.			Roanoke Rapids	NC	27870
92		Stonybrook	Drive			Salem	MA	01970
92		Sunnyslope	Drive			Massillon	OH	44646
92		Sunnyslope	Lane			Sandusky	OH	44870
92		Sussex	Ave.			Soddy Daisy	TN	37379
92		Tallwood	Street			Bowling Green	KY	42101
92		Tarkiln Hill	Ave.			Lansing	MI	48910
92		Taylor	Ave.			Alliance	OH	44601
92		Trenton	Ave.			Owatonna	MN	55060
92		Victoria	Dr.			Lorain	OH	44052
92		Walnut	Lane			Phillipsburg	NJ	08865
92		Walnutwood	Drive			Pearl	MS	39208
92		Warren	Circle			Gibsonia	PA	15044
92		West Hanover	Rd.			Wilmington	MA	01887
92		West Inverness	Street			Holly Springs	NC	27540
92		West Selby	Lane			Londonderry	NH	03053
92		West Tanglewood	Street			El Paso	TX	79930
92		West Wood	Rd.			Torrance	CA	90505
92		Westport	Street			Milwaukee	WI	53204
92		Williams	Ave.			Worcester	MA	01604
92		Wintergreen	Lane			Bristol	CT	06010
92		Wintergreen	St.			Arvada	CO	80003
92		Woodside	St.			Fairfax	VA	22030
92		Wrangler	Lane			North Fort Myers	FL	33917
92		Yukon	Ave.			Hartselle	AL	35640
92	E. 	Sunnyslope	Ave.			Elizabeth City	NC	27909
92	N. 	Charles	Street			Dunedin	FL	34698
92	N. 	Green	St.			Stratford	CT	06614
92	N. 	Jockey Hollow	Street			Union City	NJ	07087
92	N. 	Leatherwood	Lane			Florence	SC	29501
92	N. 	Sage	St.			Lombard	IL	60148
92	NW. 	6th	Street			Burke	VA	22015
92	NW. 	Selby	Ave.			Willingboro	NJ	08046
92	S. 	Canterbury	Drive			Des Moines	IA	50310
92	W. 	Dogwood	Rd.			Romulus	MI	48174
92	W. 	Highland	Dr.			Bridgewater	NJ	08807
92	W. 	Queen	Street			Newnan	GA	30263
920		Beach	St.			Chester	PA	19013
920		Bishop	St.			East Northport	NY	11731
920		Boston	Avenue			Gulfport	MS	39503
920		Brook	St.			West Warwick	RI	02893
920		County	St.			Holbrook	NY	11741
920		Creek	Street			Williamstown	NJ	08094
920		Delaware	Street			Portsmouth	VA	23703
920		Fairfield	Circle			Manassas	VA	20109
920		Gainsway	Court			Conway	SC	29526
920		Holly	Court			Fort Lauderdale	FL	33308
920		Jockey Hollow	Street			Harrison Township	MI	48045
920		Marshall	Court			Antioch	TN	37013
920		Ocean	Avenue			Memphis	TN	38106
920		Pacific	St.			Clarksburg	WV	26301
920		Pleasant	Lane			El Dorado	AR	71730
920		Prospect	Dr.			Natick	MA	01760
920		Rock Creek	Drive			Lombard	IL	60148
920		Wilson	St.			Staten Island	NY	10301
920	E. 	Garden	Rd.			Bloomfield	NJ	07003
9200		Bald Hill	Dr.			Charlotte	NC	28205
9200		Delaware	Ave.			Tacoma	WA	98444
9200		East Ridge	Drive			Geneva	IL	60134
9200		East Ridgewood	Court			Hope Mills	NC	28348
9200		Rock Creek	St.			Port Orange	FL	32127
9200		South Green	St.			Fenton	MI	48430
9200		Washington	Drive			Milford	MA	01757
9200		Williams	Street			Laurel	MD	20707
9200		York	St.			Carol Stream	IL	60188
9200	SE. 	Beech	St.			Wayne	NJ	07470
9201		Argyle	Street			Grosse Pointe	MI	48236
9201		Center	Rd.			Logansport	IN	46947
9201		Hartford	St.			Malden	MA	02148
9201		Myrtle	Lane			Reading	MA	01867
9201	E. 	Myers	Lane			Port Jefferson Station	NY	11776
9202		Homestead	St.			Mahopac	NY	10541
9202		Sussex	Drive			Worcester	MA	01604
9203		Bishop	Street			Front Royal	VA	22630
9203		East Peg Shop	St.			Lapeer	MI	48446
9203		Kirkland	St.			Winder	GA	30680
9203		Ohio	Rd.			Beverly	MA	01915
9203		Sunbeam	St.			Casselberry	FL	32707
9203	S. 	Windsor	Dr.			Lynnwood	WA	98037
9204		Canal	Dr.			Media	PA	19063
9204		Hamilton	Drive			Watertown	MA	02472
9204		Hill Field	Avenue			Langhorne	PA	19047
9204		Pilgrim	Lane			Troy	NY	12180
9204		Ryan	Dr.			Lansdale	PA	19446
9204	N. 	Wilson	St.			New Windsor	NY	12553
9204	S. 	Rockledge	Dr.			Uniondale	NY	11553
9205		Cactus	Drive			Moorhead	MN	56560
9205		East Wood	Drive			Hopkins	MN	55343
9205		High Point	St.			Winona	MN	55987
9205		New	Road			Bristow	VA	20136
9205		Woodside	St.			Barrington	IL	60010
9205	W. 	Griffin	St.			Canal Winchester	OH	43110
9206		2nd	St.			Rockville Centre	NY	11570
9206		Canal	Dr.			Palatine	IL	60067
9206		Middle River	Street			Chicago Heights	IL	60411
9207		Brickell	Ave.			Ashtabula	OH	44004
9207		Fremont	Street			Graham	NC	27253
9207		Glendale	Lane			Milwaukee	WI	53204
9207		Vernon	St.			Lenoir	NC	28645
9208		4th	Ave.			Union	NJ	07083
9208		Glenholme	Ave.			Fort Washington	MD	20744
9208		Pierce	Avenue			Oak Park	MI	48237
9208		Primrose	Drive			Randallstown	MD	21133
9208		Sherwood	Circle			Bensalem	PA	19020
